Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type
CHEMBL1092145,,None,374.51,0,2.81,12f,COCCN1CCC(Oc2ccc3[nH]c(=O)c4c(c3c2)CCSC4)CC1,IC50,'=',40,nM,7.4,,,UO_0000065,19.75,0.39,4.59,13.56,0,CHEMBL1111552,Inhibition of PARP1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1156288,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,
CHEMBL1092778,,None,358.51,0,3.57,12n,CCCN1CCCC(Oc2ccc3[nH]c(=O)c4c(c3c2)CCSC4)C1,IC50,'=',56,nM,7.25,,,UO_0000065,20.23,0.4,3.68,16,0,CHEMBL1111552,Inhibition of PARP1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1156288,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,
CHEMBL81831,,None,349.44,0,2.08,14g,CN1CCN(Cc2ccc(-c3nc4c(C(N)=O)cccc4[nH]3)cc2)CC1,Ki,'=',8.7,nM,8.06,,,UO_0000065,23.07,0.42,5.98,10.3,0,CHEMBL763195,Binding affinity towards human poly(ADP-ribose) polymerase-1 (PARP-1),B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1148248,1,Scientific Literature,Bioorg Med Chem Lett,2004,None,,
CHEMBL372303,PJ34,None,295.34,0,2.18,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL81977,3-AMINOBENZAMIDE,None,136.15,0,0.37,2 (3-AB),NC(=O)c1cccc(N)c1,Ki,'=',3100,nM,5.51,,,UO_0000065,40.46,0.75,5.14,7.97,1,CHEMBL763796,In vitro inhibition against PARP L713F protein,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1132951,1,Scientific Literature,J Med Chem,2000,None,,
CHEMBL527654,,None,216.24,0,0.35,2b,NC(=O)c1cccc2[nH]c(C3CNC3)nc12,Ki,'=',6,nM,8.22,,,UO_0000065,38.02,0.7,7.87,9.81,0,CHEMBL1010815,Inhibition of human recombinant PARP1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1139389,1,Scientific Literature,J Med Chem,2009,None,,
CHEMBL506871,VELIPARIB,3,244.3,0,1.26,3a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL497609,,None,258.32,0,1.6,5a,CN1CCCC1(C)c1nc2c(C(N)=O)cccc2[nH]1,EC50,'=',3,nM,8.52,,,UO_0000065,32.99,0.61,6.92,11.36,0,CHEMBL1010817,Inhibition of PARP1 in human C41 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,C41,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1139389,1,Scientific Literature,J Med Chem,2009,None,,
CHEMBL425560,,None,321.38,0,3.25,9,CCCC(=O)Nc1cccc(Cc2n[nH]c(=O)c3ccccc23)c1,IC50,'=',90,nM,7.05,,,UO_0000065,21.92,0.4,3.8,9.41,1,CHEMBL829484,Inhibitory concentration against human poly (ADP-ribose) polymerase 1 (PARP-1),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1141921,1,Scientific Literature,Bioorg Med Chem Lett,2005,None,,
CHEMBL195913,,None,367.79,0,2.82,26,O=C1CCC(=O)N1c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1Cl,IC50,'=',19,nM,7.72,,,UO_0000065,20.99,0.41,4.9,9.29,1,CHEMBL829484,Inhibitory concentration against human poly (ADP-ribose) polymerase 1 (PARP-1),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1141921,1,Scientific Literature,Bioorg Med Chem Lett,2005,None,,
CHEMBL363978,,None,243.27,0,1.36,30 (Z),CO/N=C\c1cn2c3c(cccc13)C(=O)NCC2,Ki,'=',121,nM,6.92,,,UO_0000065,28.43,0.52,5.56,12.44,1,CHEMBL826331,Inhibition of human Poly (ADP-ribose) polymerase 1 enzyme,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137224,1,Scientific Literature,J Med Chem,2004,None,,
CHEMBL131737,,None,281.31,0,2.35,47,COc1ccc(-c2nc3c(C(N)=O)cccc3n2C)cc1,Ki,'=',32,nM,7.5,,,UO_0000065,26.64,0.49,5.14,10.69,0,CHEMBL759581,In vitro inhibition against human full length PARP protein,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1132951,1,Scientific Literature,J Med Chem,2000,None,,
CHEMBL45245,,None,195.22,0,2.68,2,O=c1[nH]c2ccccc2c2ccccc12,IC50,'=',350,nM,6.46,,,UO_0000065,33.07,0.59,3.78,19.65,0,CHEMBL761609,Inhibition of human recombinant Poly (ADP-ribose) polymerase 1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1136129,1,Scientific Literature,Bioorg Med Chem Lett,2003,None,,
CHEMBL2377257,,None,378.48,0,2.69,D30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL450698,,None,272.35,0,1.86,7b,CC(C)N1CCC(c2nc3c(C(N)=O)cccc3[nH]2)C1,EC50,'=',4,nM,8.4,,,UO_0000065,30.84,0.57,6.54,11.2,0,CHEMBL1010817,Inhibition of PARP1 in human C41 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,C41,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1139389,1,Scientific Literature,J Med Chem,2009,None,,
CHEMBL495942,,None,258.32,0,1.3,26,CC1(c2nc3c(C(N)=O)cccc3[nH]2)CCNCC1,EC50,'=',130,nM,6.89,,,UO_0000065,26.66,0.49,5.59,8.22,0,CHEMBL1010817,Inhibition of PARP1 in human C41 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,C41,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1139389,1,Scientific Literature,J Med Chem,2009,None,,
CHEMBL45764,,None,225.25,0,2.26,10b2,Nc1cc2nc(O)c3ccccc3c2cc1N,IC50,'=',180,nM,6.75,,,UO_0000065,29.94,0.54,4.48,7.92,0,CHEMBL761611,Inhibitory concentration against purified recombinant human Poly (ADP-ribose) polymerase 1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1134117,1,Scientific Literature,Bioorg Med Chem Lett,2001,None,,
CHEMBL3317900,,None,410.5,0,2.27,18d,CCC(=O)N1CCN(C(=O)c2csc(Cc3n[nH]c(=O)c4ccccc34)c2)CC1,IC50,'=',78.62,nM,7.1,,,UO_0000065,17.31,0.33,4.83,8.23,0,CHEMBL3371141,Inhibition of human PARP1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3351610,1,Scientific Literature,Bioorg Med Chem Lett,2014,None,,
CHEMBL3344067,,None,278.34,0,3.8,18,O=c1[nH]c(-c2ccccc2)nc2c1sc1ccccc12,Inhibition,'=',3,%,,,,UO_0000187,,,,,0,CHEMBL3381964,Inhibition of human recombinant PARP1 incubated for 1 hr using histone substrate at 1 uM by luminescence based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3351316,1,Scientific Literature,Eur J Med Chem,2014,None,,
CHEMBL95769,,None,178.19,0,1.79,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3344060,,None,311.36,0,3.91,10,COc1ccc2c(c1)[nH]c(=O)c1sc3ccc(OC)cc3c12,Inhibition,'=',12,%,,,,UO_0000187,,,,,0,CHEMBL3381964,Inhibition of human recombinant PARP1 incubated for 1 hr using histone substrate at 1 uM by luminescence based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3351316,1,Scientific Literature,Eur J Med Chem,2014,None,,
CHEMBL3092523,,None,379.42,0,1.76,19e,COC(=O)[C@H](Cc1ccccc1)NC(=O)CCc1nc2ccccc2c(=O)[nH]1,Delta Tm,'=',1.75,degrees C,,,,UO_0000027,,,,,0,CHEMBL3096303,Binding affinity to ATRD1 (unknown origin) assessed as change in melting temperature by thermal stabilization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3091384,1,Scientific Literature,J Med Chem,2013,None,,
CHEMBL3092518,,None,387.44,0,2.92,18i,CC(NC(=O)CCc1nc2ccccc2c(=O)[nH]1)c1ccc(-n2ccnc2)cc1,Delta Tm,'=',6.17,degrees C,,,,UO_0000027,,,,,0,CHEMBL3096303,Binding affinity to ATRD1 (unknown origin) assessed as change in melting temperature by thermal stabilization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3091384,1,Scientific Literature,J Med Chem,2013,None,,
CHEMBL3092517,,None,400.46,0,1.38,18h,CC(NC(=O)CCc1nc2ccccc2c(=O)[nH]1)c1ccc(S(N)(=O)=O)cc1,Delta Tm,'=',3.36,degrees C,,,,UO_0000027,,,,,0,CHEMBL3096303,Binding affinity to ATRD1 (unknown origin) assessed as change in melting temperature by thermal stabilization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3091384,1,Scientific Literature,J Med Chem,2013,None,,
CHEMBL3092513,,None,339.37,0,2.87,18d,C[C@H](NC(=O)CCc1nc2ccccc2c(=O)[nH]1)c1cccc(F)c1,Delta Tm,'=',1,degrees C,,,,UO_0000027,,,,,0,CHEMBL3096303,Binding affinity to ATRD1 (unknown origin) assessed as change in melting temperature by thermal stabilization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3091384,1,Scientific Literature,J Med Chem,2013,None,,
CHEMBL3092509,,None,308.34,0,1.92,7k,O=C(NCc1ccccc1)NCc1nc2ccccc2c(=O)[nH]1,Delta Tm,'=',0.65,degrees C,,,,UO_0000027,,,,,0,CHEMBL3096303,Binding affinity to ATRD1 (unknown origin) assessed as change in melting temperature by thermal stabilization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3091384,1,Scientific Literature,J Med Chem,2013,None,,
CHEMBL3091474,,None,373.36,0,2.77,6r,O=C(CCc1nc2ccccc2c(=O)[nH]1)NCc1ccc(OC(F)F)cc1,Delta Tm,'=',3.39,degrees C,,,,UO_0000027,,,,,0,CHEMBL3096303,Binding affinity to ATRD1 (unknown origin) assessed as change in melting temperature by thermal stabilization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3091384,1,Scientific Literature,J Med Chem,2013,None,,
CHEMBL3092548,,None,333.39,0,2.44,6e,O=C(CCc1nc2ccccc2c(=O)[nH]1)N1CCc2ccccc2C1,Delta Tm,'=',1.15,degrees C,,,,UO_0000027,,,,,0,CHEMBL3096303,Binding affinity to ATRD1 (unknown origin) assessed as change in melting temperature by thermal stabilization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3091384,1,Scientific Literature,J Med Chem,2013,None,,
CHEMBL3092547,,None,337.38,0,1.71,6d,O=C(CCc1nc2ccccc2c(=O)[nH]1)N[C@H](CO)c1ccccc1,Delta Tm,'=',2.83,degrees C,,,,UO_0000027,,,,,0,CHEMBL3096303,Binding affinity to ATRD1 (unknown origin) assessed as change in melting temperature by thermal stabilization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3091384,1,Scientific Literature,J Med Chem,2013,None,,
CHEMBL1537006,,None,308.34,0,1.98,5h,O=C(CCc1nc(O)c2ccccc2n1)NCc1ccccn1,Delta Tm,'=',1.93,degrees C,,,,UO_0000027,,,,,0,CHEMBL3096303,Binding affinity to ATRD1 (unknown origin) assessed as change in melting temperature by thermal stabilization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3091384,1,Scientific Literature,J Med Chem,2013,None,,
CHEMBL3092536,,None,321.38,0,2.73,5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL357149,,None,301.35,0,3.6,44,O=C1NCCc2c(-c3ccc4[nH]ccc4c3)[nH]c3cccc1c23,Ki,'=',9,nM,8.05,,,UO_0000065,26.7,0.48,4.45,13.26,0,CHEMBL761787,In vitro inhibitory activity towards human poly(ADP-ribose) polymerase 1 (PARP-1).,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1136008,1,Scientific Literature,J Med Chem,2002,None,,
CHEMBL321638,,None,479.56,0,2.39,17,COc1ccc(-c2ccc(C(=O)CNC(=O)CCn3c4c(c(=O)[nH]c3=O)CSCC4)cc2)cc1,EC50,'=',200,nM,6.7,,,UO_0000065,13.97,0.27,4.31,6.08,0,CHEMBL762474,Concentration required to inhibit human recombinant PARP-1 was determined using cell protection assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1134951,1,Scientific Literature,Bioorg Med Chem Lett,2002,None,,
CHEMBL108316,,None,460.52,0,-1.63,34,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)N1CCN(c2ncncn2)CC1,EC50,'=',600,nM,6.22,,,UO_0000065,13.51,0.27,7.85,4.26,0,CHEMBL762474,Concentration required to inhibit human recombinant PARP-1 was determined using cell protection assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1134951,1,Scientific Literature,Bioorg Med Chem Lett,2002,None,,
CHEMBL334603,,None,305.26,0,3.35,81,NC(=O)c1cccc2[nH]c(-c3ccccc3C(F)(F)F)nc12,Ki,'=',190,nM,6.72,,,UO_0000065,22.02,0.42,3.37,9.36,0,CHEMBL759581,In vitro inhibition against human full length PARP protein,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1132951,1,Scientific Literature,J Med Chem,2000,None,,
CHEMBL133855,,None,309.33,0,2.51,66,CCOC(=O)c1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1,Ki,'=',8.1,nM,8.09,,,UO_0000065,26.16,0.48,5.58,8.25,0,CHEMBL759581,In vitro inhibition against human full length PARP protein,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1132951,1,Scientific Literature,J Med Chem,2000,None,,
CHEMBL289834,,None,360.39,0,4.21,5c3,O=C(NCCc1ccccc1)c1ccc2c(c1)nc(O)c1cc(F)ccc12,IC50,'=',150,nM,6.82,,,UO_0000065,18.93,0.35,2.61,10.97,0,CHEMBL761611,Inhibitory concentration against purified recombinant human Poly (ADP-ribose) polymerase 1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1134117,1,Scientific Literature,Bioorg Med Chem Lett,2001,None,,
CHEMBL3099815,,None,346.23,0,2.36,11,Br.Cc1cccc2c(=O)[nH]c(-c3ccc(CN)cc3)nc12,IC50,,,,,,Not Determined,,,,,,0,CHEMBL3102113,Inhibition of PARP1 (unknown origin) after 1 hr by spectrophotometry,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3098040,1,Scientific Literature,ACS Med Chem Lett,2013,None,,
CHEMBL3098937,,None,315.17,0,3.66,7g,Cc1cccc2c(=O)[nH]c(-c3ccc(Br)cc3)nc12,IC50,'>',5000,nM,,,,UO_0000065,,,,,0,CHEMBL3102113,Inhibition of PARP1 (unknown origin) after 1 hr by spectrophotometry,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3098040,1,Scientific Literature,ACS Med Chem Lett,2013,None,,
CHEMBL3740104,,None,450.5,0,2.74,1; AZ9482,N#Cc1cccnc1N1CCN(C(=O)c2cccc(Cc3n[nH]c(=O)c4ccccc34)c2)CC1,IC50,'=',1,nM,9,,,UO_0000065,19.98,0.36,6.26,8.49,0,CHEMBL3743825,Inhibition of full length human PARP1 expressed in Baculovirus infected Sf9 insect cells using activated DNA as substrate after 1 hr by streptavidin-horseradish peroxidase-based luminescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3739394,1,Scientific Literature,Bioorg Med Chem Lett,2015,CHEMBL3308860,,
CHEMBL3092539,,None,322.37,0,2.13,5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3092536,,None,321.38,0,2.73,5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL193512,,None,321.38,0,3.52,10,CC(C)C(=O)Nc1cccc(Cc2nnc(O)c3ccccc23)c1,IC50,'=',370,nM,6.43,,,UO_0000065,20.01,0.37,2.91,8.56,0,CHEMBL829484,Inhibitory concentration against human poly (ADP-ribose) polymerase 1 (PARP-1),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1141921,1,Scientific Literature,Bioorg Med Chem Lett,2005,None,,
CHEMBL432146,,None,293.33,0,1.94,19,O=C1NCCn2c(-c3cccc(CO)c3)nc3cccc1c32,Ki,'=',8.8,nM,8.06,,,UO_0000065,27.46,0.5,6.12,12,0,CHEMBL761788,Inhibitory activity against human full length Poly (ADP-ribose) polymerase 1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1145995,1,Scientific Literature,J Med Chem,2003,None,,
CHEMBL204250,,None,276.3,0,2.69,21,O=C1NC(=O)c2c1c1c(c3[nH]c4ccccc4c23)CCC1,IC50,'=',36,nM,7.44,,,UO_0000065,26.94,0.48,4.75,12.01,1,CHEMBL860595,Inhibition of recombinant human PARP1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1138164,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,,
CHEMBL205135,,None,619.76,2,5.26,17h,CC(C)(C)OC(=O)NCCCCC(NC(=O)OC(C)(C)C)C(=O)NCc1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)CCC4,IC50,'=',670,nM,6.17,,,UO_0000065,9.96,0.19,0.91,4.1,0,CHEMBL860595,Inhibition of recombinant human PARP1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1138164,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,,
CHEMBL380488,,None,296.76,0,3.71,10,O=C1NCc2c1c1c(c3[nH]c4ccc(Cl)cc4c23)CCC1,IC50,'=',120,nM,6.92,,,UO_0000065,23.32,0.45,3.21,15.42,0,CHEMBL860595,Inhibition of recombinant human PARP1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1138164,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,,
CHEMBL4528755,,None,644.72,2,8.49,Naphthacemycin C,COc1c(Cl)c(O)c(Cl)c(C)c1-c1cc(O)c(Cl)c2cc3c(c(O)c12)C(=O)c1c(O)c(Cl)c(O)c(Cl)c1C3(C)C,IC50,'=',1820,nM,5.74,,,UO_0000065,8.9,0.2,-2.75,4.5,0,CHEMBL4390090,Inhibition of recombinant human full length C-terminal His-tagged PARP1 expressed in Sf9 insect cells preincubated for 15 mins followed by NAD+ addition and measured after 40 mins by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4387747,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,,
CHEMBL131719,,None,253.26,0,2.03,45,NC(=O)c1cccc2[nH]c(-c3ccc(O)cc3)nc12,Ki,'=',6,nM,8.22,,,UO_0000065,32.46,0.59,6.19,8.94,1,CHEMBL759581,In vitro inhibition against human full length PARP protein,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1132951,1,Scientific Literature,J Med Chem,2000,None,,
CHEMBL597888,,None,258.32,0,2.07,1c,NC(=O)c1cccc2c1C(=O)N(C1CCCCC1)C2,EC50,'>',1000,nM,,,,UO_0000065,,,,,0,CHEMBL1073570,Inhibition of PARP1 in human C41 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,C41,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1159077,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,
CHEMBL597890,,None,259.31,0,0.49,1e,NC(=O)c1cccc2c1C(=O)N(C1CCNCC1)C2,EC50,'=',51,nM,7.29,,,UO_0000065,28.12,0.52,6.8,9.67,0,CHEMBL1073570,Inhibition of PARP1 in human C41 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,C41,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1159077,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,
CHEMBL589575,,None,494.35,0,3.1,25,CN(C)C(=O)N1CCN(C(=O)c2cc(Cc3c[nH]c(=O)c4cc(Cl)c(Cl)n34)ccc2F)CC1,IC50,'=',7.2,nM,8.14,,,UO_0000065,16.47,0.34,5.04,10.04,0,CHEMBL1069748,Inhibition of PARP1 by topcount microplate scintillation counter,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1158513,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,
CHEMBL597339,,None,368.41,0,1.79,1,O=C(c1cc(Cc2c[nH]c(=O)c3cccn23)ccc1F)N1CCCNCC1,IC50,'=',1.8,nM,8.74,,,UO_0000065,23.74,0.44,6.95,12.56,0,CHEMBL1069748,Inhibition of PARP1 by topcount microplate scintillation counter,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1158513,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,
CHEMBL4291682,,None,330.39,0,2.48,26,Cc1c(-c2nc3c(C(N)=O)cc(F)cc3[nH]2)sc2c1CCNC2,IC50,'=',8,nM,8.1,,,UO_0000065,24.51,0.48,5.62,9.66,0,CHEMBL4254940,Inhibition of recombinant human PARP1 using histone as substrate after 1 hr in presence of NAD+ by ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4251650,1,Scientific Literature,Eur J Med Chem,2018,None,,
CHEMBL4289750,,None,356.43,0,3.13,22,NC(=O)c1cc(F)cc2[nH]c(-c3cc4c(s3)C(C3CC3)NCC4)nc12,IC50,'=',14,nM,7.85,,,UO_0000065,22.03,0.43,4.72,9.37,0,CHEMBL4254940,Inhibition of recombinant human PARP1 using histone as substrate after 1 hr in presence of NAD+ by ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4251650,1,Scientific Literature,Eur J Med Chem,2018,None,,
